id,block_name,week_start_date,week_number,day_number,workout_date,exercise_name,record_type,sets,reps,load,load_instruction,rpe,notes,processed_at
Block1_HighbarSquats_w3_d1_actual_1751436330611,Block 1,3/22/2022,3,1,3/22/2022,Highbar Squats,actual,3,6,315,,7,,2025-07-02T06:05:30.611112500+00:00
Block1_T&GBenchPress_w3_d1_prescribed_1751436330611,Block 1,3/22/2022,3,1,3/22/2022,T&G Bench Press,prescribed,1,2,,find,8,,2025-07-02T06:05:30.611116300+00:00
Block1_T&GBenchPress_w3_d1_actual_1751436330611,Block 1,3/22/2022,3,1,3/22/2022,T&G Bench Press,actual,1,2,300,,8.5,Wanted to try 300 lol. Probably over shot but felt alright for 2. I for sure had 3 touchngo,2025-07-02T06:05:30.611119+00:00
Block1_T&GBenchPress_w3_d1_prescribed_1751436330611,Block 1,3/22/2022,3,1,3/22/2022,T&G Bench Press,prescribed,3,8,,base on above,6.5,,2025-07-02T06:05:30.611121700+00:00
Block1_T&GBenchPress_w3_d1_actual_1751436330611,Block 1,3/22/2022,3,1,3/22/2022,T&G Bench Press,actual,3,8,230,,6.5,,2025-07-02T06:05:30.611124300+00:00
Block1_Pullups_w3_d1_prescribed_1751436330611,Block 1,3/22/2022,3,1,3/22/2022,Pullups,prescribed,3,up to RPE,,bw,8,,2025-07-02T06:05:30.611126800+00:00
Block1_Pullups_w3_d1_actual_1751436330611,Block 1,3/22/2022,3,1,3/22/2022,Pullups,actual,3,11,,,8,,2025-07-02T06:05:30.611129100+00:00
Block1_BulgarianSplitSquats_w3_d1_prescribed_1751436330611,Block 1,3/22/2022,3,1,3/22/2022,Bulgarian Split Squats,prescribed,2,12-15,,,7,,2025-07-02T06:05:30.611132100+00:00
Block1_BulgarianSplitSquats_w3_d1_actual_1751436330611,Block 1,3/22/2022,3,1,3/22/2022,Bulgarian Split Squats,actual,2,12,35,,7,,2025-07-02T06:05:30.611134800+00:00
Block1_HangingLegRaises_w3_d1_prescribed_1751436330611,Block 1,3/22/2022,3,1,3/22/2022,Hanging Leg Raises,prescribed,3,6-12,,,7,,2025-07-02T06:05:30.611137600+00:00
Block1_HangingLegRaises_w3_d1_actual_1751436330611,Block 1,3/22/2022,3,1,3/22/2022,Hanging Leg Raises,actual,3,10,,,7,,2025-07-02T06:05:30.611140200+00:00
Block1_1sPauseDeadlift_w3_d2_prescribed_1751436330611,Block 1,3/22/2022,3,2,3/23/2022,1s Pause Deadlift,prescribed,3,5,,315,5.5,,2025-07-02T06:05:30.611146100+00:00
Block1_1sPauseDeadlift_w3_d2_actual_1751436330611,Block 1,3/22/2022,3,2,3/23/2022,1s Pause Deadlift,actual,3,5,314,,5.5,lifted at home today,2025-07-02T06:05:30.611149300+00:00
Block1_DBRDLs_w3_d2_prescribed_1751436330611,Block 1,3/22/2022,3,2,3/23/2022,DB RDLs,prescribed,3,8-12,,,7,,2025-07-02T06:05:30.611151700+00:00
Block1_DBRDLs_w3_d2_actual_1751436330611,Block 1,3/22/2022,3,2,3/23/2022,DB RDLs,actual,3,15,55,,6,,2025-07-02T06:05:30.611154100+00:00
Block1_CableRows_w3_d2_prescribed_1751436330611,Block 1,3/22/2022,3,2,3/23/2022,Cable Rows,prescribed,4,8-12,,,7,,2025-07-02T06:05:30.611157600+00:00
Block1_CableRows_w3_d2_actual_1751436330611,Block 1,3/22/2022,3,2,3/23/2022,Cable Rows,actual,3,12,110,,7,barbell row,2025-07-02T06:05:30.611160300+00:00
Block1_a1)CableBicepCurls_w3_d2_prescribed_1751436330611,Block 1,3/22/2022,3,2,3/23/2022,a1) Cable Bicep Curls,prescribed,3,12-15,,,7,,2025-07-02T06:05:30.611163200+00:00
Block1_a1)CableBicepCurls_w3_d2_actual_1751436330611,Block 1,3/22/2022,3,2,3/23/2022,a1) Cable Bicep Curls,actual,3,10,35,,7,dumbell,2025-07-02T06:05:30.611166100+00:00
Block1_a2)RopeTricepExtensions_w3_d2_prescribed_1751436330611,Block 1,3/22/2022,3,2,3/23/2022,a2) Rope Tricep Extensions,prescribed,3,12-15,,,7,,2025-07-02T06:05:30.611168900+00:00
Block1_a2)RopeTricepExtensions_w3_d2_actual_1751436330611,Block 1,3/22/2022,3,2,3/23/2022,a2) Rope Tricep Extensions,actual,3,12,25,,7,,2025-07-02T06:05:30.611171600+00:00
Block1_a3)DBLateralRaises_w3_d2_prescribed_1751436330611,Block 1,3/22/2022,3,2,3/23/2022,a3) DB Lateral Raises,prescribed,3,12-15,,,7,,2025-07-02T06:05:30.611174400+00:00
Block1_a3)DBLateralRaises_w3_d2_actual_1751436330611,Block 1,3/22/2022,3,2,3/23/2022,a3) DB Lateral Raises,actual,3,15,10,,7,,2025-07-02T06:05:30.611177300+00:00
Block1_LowBarSquatswbelt_w3_d4_prescribed_1751436330611,Block 1,3/22/2022,3,4,3/25/2022,Low Bar Squats w/belt,prescribed,1,2,,find,8,,2025-07-02T06:05:30.611183800+00:00
Block1_LowBarSquatswbelt_w3_d4_actual_1751436330611,Block 1,3/22/2022,3,4,3/25/2022,Low Bar Squats w/belt,actual,1,2,389,,7.5-8,Kilo math hard,2025-07-02T06:05:30.611186900+00:00
Block1_LowBarSquatswbelt_w3_d4_prescribed_1751436330611,Block 1,3/22/2022,3,4,3/25/2022,Low Bar Squats w/belt,prescribed,3,6,,base on above,6,,2025-07-02T06:05:30.611189900+00:00
Block1_LowBarSquatswbelt_w3_d4_actual_1751436330611,Block 1,3/22/2022,3,4,3/25/2022,Low Bar Squats w/belt,actual,3,6,323,,6,tried the sheet a paper que on these. I think it helped keep my elbows down a bit. ALso Tried bring in a small amount,2025-07-02T06:05:30.611193+00:00
Block1_1sPauseBenchPress_w3_d4_prescribed_1751436330611,Block 1,3/22/2022,3,4,3/25/2022,1s Pause Bench Press,prescribed,4,up to RPE,,240,7,,2025-07-02T06:05:30.611198700+00:00
Block1_1sPauseBenchPress_w3_d4_actual_1751436330611,Block 1,3/22/2022,3,4,3/25/2022,1s Pause Bench Press,actual,4,7,240,,7,,2025-07-02T06:05:30.611202100+00:00
Block1_UnilateralBarbellRows_w3_d4_prescribed_1751436330611,Block 1,3/22/2022,3,4,3/25/2022,Unilateral Barbell Rows,prescribed,2,15-20,,,7,,2025-07-02T06:05:30.611205700+00:00
Block1_UnilateralBarbellRows_w3_d4_actual_1751436330611,Block 1,3/22/2022,3,4,3/25/2022,Unilateral Barbell Rows,actual,3,15,60,,7,Single arm row,2025-07-02T06:05:30.611208500+00:00
Block1_Dips_w3_d4_prescribed_1751436330611,Block 1,3/22/2022,3,4,3/25/2022,Dips,prescribed,3,15-20,,,7,,2025-07-02T06:05:30.611210800+00:00
Block1_Dips_w3_d4_actual_1751436330611,Block 1,3/22/2022,3,4,3/25/2022,Dips,actual,3,20,,,7,,2025-07-02T06:05:30.611213100+00:00
Block1_HighbarSquats_w1_d1_prescribed_1751436330611,Block 1,430/315/450,1,1,430/315/450,Highbar Squats,prescribed,,Highbar Squats,,3,up to RPE,,2025-07-02T06:05:30.611219400+00:00
Block1_HighbarSquats_w1_d1_actual_1751436330611,Block 1,430/315/450,1,1,430/315/450,Highbar Squats,actual,,323,7,,3,6,2025-07-02T06:05:30.611222+00:00
Block1_T&GBenchPress_w1_d1_prescribed_1751436330611,Block 1,430/315/450,1,1,430/315/450,T&G Bench Press,prescribed,,T&G Bench Press,,1,1,,2025-07-02T06:05:30.611224700+00:00
Block1_T&GBenchPress_w1_d1_actual_1751436330611,Block 1,430/315/450,1,1,430/315/450,T&G Bench Press,actual,,308,8,,2,1,2025-07-02T06:05:30.611227300+00:00
Block1_T&GBenchPress_w1_d1_prescribed_1751436330611,Block 1,430/315/450,1,1,430/315/450,T&G Bench Press,prescribed,,T&G Bench Press,,3,8,,2025-07-02T06:05:30.611234800+00:00
Block1_T&GBenchPress_w1_d1_actual_1751436330611,Block 1,430/315/450,1,1,430/315/450,T&G Bench Press,actual,,235,7,,3,8,2025-07-02T06:05:30.611237300+00:00
Block1_Pullups_w1_d1_prescribed_1751436330611,Block 1,430/315/450,1,1,430/315/450,Pullups,prescribed,,Pullups,,4,up to RPE,,2025-07-02T06:05:30.611239800+00:00
Block1_Pullups_w1_d1_actual_1751436330611,Block 1,430/315/450,1,1,430/315/450,Pullups,actual,,Bw,8,,4,12,2025-07-02T06:05:30.611242100+00:00
Block1_BulgarianSplitSquats_w1_d1_prescribed_1751436330611,Block 1,430/315/450,1,1,430/315/450,Bulgarian Split Squats,prescribed,,Bulgarian Split Squats,,2,12-15,,2025-07-02T06:05:30.611244900+00:00
Block1_BulgarianSplitSquats_w1_d1_actual_1751436330611,Block 1,430/315/450,1,1,430/315/450,Bulgarian Split Squats,actual,,35,7,,2,12,2025-07-02T06:05:30.611247600+00:00
Block1_HangingLegRaises_w1_d1_prescribed_1751436330611,Block 1,430/315/450,1,1,430/315/450,Hanging Leg Raises,prescribed,,Hanging Leg Raises,,3,6-12,,2025-07-02T06:05:30.611251300+00:00
Block1_HangingLegRaises_w1_d1_actual_1751436330611,Block 1,430/315/450,1,1,430/315/450,Hanging Leg Raises,actual,,,7,,3,10,2025-07-02T06:05:30.611253800+00:00
Block1_1sPauseDeadlift_w1_d2_prescribed_1751436330611,Block 1,430/315/450,1,2,430/315/450,1s Pause Deadlift,prescribed,,1s Pause Deadlift *pause right off ground,,3,5,,2025-07-02T06:05:30.611259300+00:00
Block1_1sPauseDeadlift_w1_d2_actual_1751436330611,Block 1,430/315/450,1,2,430/315/450,1s Pause Deadlift,actual,,320,6,,3,5,2025-07-02T06:05:30.611261900+00:00
Block1_DBRDLs_w1_d2_prescribed_1751436330611,Block 1,430/315/450,1,2,430/315/450,DB RDLs,prescribed,,DB RDLs,,3,8-12,,2025-07-02T06:05:30.611264300+00:00
Block1_DBRDLs_w1_d2_actual_1751436330611,Block 1,430/315/450,1,2,430/315/450,DB RDLs,actual,,80,7,,3,10,2025-07-02T06:05:30.611266700+00:00
Block1_CableRows_w1_d2_prescribed_1751436330611,Block 1,430/315/450,1,2,430/315/450,Cable Rows,prescribed,,Cable Rows OR barbell rows,,4,8-12,,2025-07-02T06:05:30.611269300+00:00
Block1_CableRows_w1_d2_actual_1751436330611,Block 1,430/315/450,1,2,430/315/450,Cable Rows,actual,,110,7,,3,10,2025-07-02T06:05:30.611271800+00:00
Block1_a1)CableBicepCurls_w1_d2_prescribed_1751436330611,Block 1,430/315/450,1,2,430/315/450,a1) Cable Bicep Curls,prescribed,,a1) Cable Bicep Curls Or DB curls,,3,12-15,,2025-07-02T06:05:30.611274600+00:00
Block1_a1)CableBicepCurls_w1_d2_actual_1751436330611,Block 1,430/315/450,1,2,430/315/450,a1) Cable Bicep Curls,actual,,25,7,,3,12,2025-07-02T06:05:30.611277400+00:00
Block1_a2)RopeTricepExtensions_w1_d2_prescribed_1751436330611,Block 1,430/315/450,1,2,430/315/450,a2) Rope Tricep Extensions,prescribed,,a2) Rope Tricep Extensions,,3,12-15,,2025-07-02T06:05:30.611280300+00:00
Block1_a2)RopeTricepExtensions_w1_d2_actual_1751436330611,Block 1,430/315/450,1,2,430/315/450,a2) Rope Tricep Extensions,actual,,35,7,,3,12,2025-07-02T06:05:30.611283+00:00
Block1_a3)DBLateralRaises_w1_d2_prescribed_1751436330611,Block 1,430/315/450,1,2,430/315/450,a3) DB Lateral Raises,prescribed,,a3) DB Lateral Raises,,3,12-15,,2025-07-02T06:05:30.611285900+00:00
Block1_a3)DBLateralRaises_w1_d2_actual_1751436330611,Block 1,430/315/450,1,2,430/315/450,a3) DB Lateral Raises,actual,,10,7,,3,15,2025-07-02T06:05:30.611288600+00:00
Block1_LowBarSquatswbelt_w1_d4_prescribed_1751436330611,Block 1,430/315/450,1,4,430/315/450,Low Bar Squats w/belt,prescribed,,Low Bar Squats w/belt *video and text me,,1,2,,2025-07-02T06:05:30.611296+00:00
Block1_LowBarSquatswbelt_w1_d4_actual_1751436330611,Block 1,430/315/450,1,4,430/315/450,Low Bar Squats w/belt,actual,,401,8,,1,2,2025-07-02T06:05:30.611298900+00:00
Block1_LowBarSquatswbelt_w1_d4_prescribed_1751436330611,Block 1,430/315/450,1,4,430/315/450,Low Bar Squats w/belt,prescribed,,Low Bar Squats w/belt,,3,6,,2025-07-02T06:05:30.611302+00:00
Block1_LowBarSquatswbelt_w1_d4_actual_1751436330611,Block 1,430/315/450,1,4,430/315/450,Low Bar Squats w/belt,actual,,340,6.5,,3,6,2025-07-02T06:05:30.611304900+00:00
Block1_1sPauseBenchPress_w1_d4_prescribed_1751436330611,Block 1,430/315/450,1,4,430/315/450,1s Pause Bench Press,prescribed,,1s Pause Bench Press,,4,up to RPE,,2025-07-02T06:05:30.611307800+00:00
Block1_1sPauseBenchPress_w1_d4_actual_1751436330611,Block 1,430/315/450,1,4,430/315/450,1s Pause Bench Press,actual,,242,7,,4,8,2025-07-02T06:05:30.611310500+00:00
Block1_UnilateralBarbellRows_w1_d4_prescribed_1751436330611,Block 1,430/315/450,1,4,430/315/450,Unilateral Barbell Rows,prescribed,,Unilateral Barbell Rows,,2,15-20,,2025-07-02T06:05:30.611315800+00:00
Block1_UnilateralBarbellRows_w1_d4_actual_1751436330611,Block 1,430/315/450,1,4,430/315/450,Unilateral Barbell Rows,actual,,115,7,,3,15,2025-07-02T06:05:30.611318700+00:00
Block1_Dips_w1_d4_prescribed_1751436330611,Block 1,430/315/450,1,4,430/315/450,Dips,prescribed,,Dips,,3,15-20,,2025-07-02T06:05:30.611321+00:00
Block1_Dips_w1_d4_actual_1751436330611,Block 1,430/315/450,1,4,430/315/450,Dips,actual,,bw,7,,3,20,2025-07-02T06:05:30.611323300+00:00
Block1_HighbarSquats_w4_d1_prescribed_1751436330611,Block 1,3/29/2022,4,1,3/29/2022,Highbar Squats,prescribed,3,up to RPE,,320,7,,2025-07-02T06:05:30.611329800+00:00
Block1_HighbarSquats_w4_d1_actual_1751436330611,Block 1,3/29/2022,4,1,3/29/2022,Highbar Squats,actual,3,6,323,,7,,2025-07-02T06:05:30.611332400+00:00
Block1_T&GBenchPress_w4_d1_prescribed_1751436330611,Block 1,3/29/2022,4,1,3/29/2022,T&G Bench Press,prescribed,1,1,,find,8,,2025-07-02T06:05:30.611336600+00:00
Block1_T&GBenchPress_w4_d1_actual_1751436330611,Block 1,3/29/2022,4,1,3/29/2022,T&G Bench Press,actual,2,1,308,,8,Felt good. Took for 2 singles cuz wasn't happy with 1st,2025-07-02T06:05:30.611339300+00:00
Block1_T&GBenchPress_w4_d1_prescribed_1751436330611,Block 1,3/29/2022,4,1,3/29/2022,T&G Bench Press,prescribed,3,8,,base on above,7,,2025-07-02T06:05:30.611341900+00:00
Block1_T&GBenchPress_w4_d1_actual_1751436330611,Block 1,3/29/2022,4,1,3/29/2022,T&G Bench Press,actual,3,8,235,,7,,2025-07-02T06:05:30.611344400+00:00
Block1_Pullups_w4_d1_prescribed_1751436330611,Block 1,3/29/2022,4,1,3/29/2022,Pullups,prescribed,4,up to RPE,,bw,8,,2025-07-02T06:05:30.611347700+00:00
Block1_Pullups_w4_d1_actual_1751436330611,Block 1,3/29/2022,4,1,3/29/2022,Pullups,actual,4,12,,,7-8,Feels likeThese are gettin easier. I've never been great at pull-ups,2025-07-02T06:05:30.611350200+00:00
Block1_BulgarianSplitSquats_w4_d1_prescribed_1751436330611,Block 1,3/29/2022,4,1,3/29/2022,Bulgarian Split Squats,prescribed,2,12-15,,,7,,2025-07-02T06:05:30.611352900+00:00
Block1_BulgarianSplitSquats_w4_d1_actual_1751436330611,Block 1,3/29/2022,4,1,3/29/2022,Bulgarian Split Squats,actual,2,12,35,,7,,2025-07-02T06:05:30.611355800+00:00
Block1_HangingLegRaises_w4_d1_prescribed_1751436330611,Block 1,3/29/2022,4,1,3/29/2022,Hanging Leg Raises,prescribed,3,6-12,,,7,,2025-07-02T06:05:30.611358300+00:00
Block1_HangingLegRaises_w4_d1_actual_1751436330611,Block 1,3/29/2022,4,1,3/29/2022,Hanging Leg Raises,actual,3,10,,,7,,2025-07-02T06:05:30.611360900+00:00
Block1_1sPauseDeadlift_w4_d2_prescribed_1751436330611,Block 1,3/29/2022,4,2,3/30/2022,1s Pause Deadlift,prescribed,3,5,,320,6,,2025-07-02T06:05:30.611366200+00:00
Block1_1sPauseDeadlift_w4_d2_actual_1751436330611,Block 1,3/29/2022,4,2,3/30/2022,1s Pause Deadlift,actual,3,5,320,,5.5,,2025-07-02T06:05:30.611368900+00:00
Block1_DBRDLs_w4_d2_prescribed_1751436330611,Block 1,3/29/2022,4,2,3/30/2022,DB RDLs,prescribed,3,8-12,,,7,,2025-07-02T06:05:30.611371300+00:00
Block1_DBRDLs_w4_d2_actual_1751436330611,Block 1,3/29/2022,4,2,3/30/2022,DB RDLs,actual,3,10,80,,7,,2025-07-02T06:05:30.611373700+00:00
Block1_CableRows_w4_d2_prescribed_1751436330611,Block 1,3/29/2022,4,2,3/30/2022,Cable Rows,prescribed,4,8-12,,,7,,2025-07-02T06:05:30.611376200+00:00
Block1_CableRows_w4_d2_actual_1751436330611,Block 1,3/29/2022,4,2,3/30/2022,Cable Rows,actual,3,10,110,,7,,2025-07-02T06:05:30.611378600+00:00
Block1_a1)CableBicepCurls_w4_d2_prescribed_1751436330611,Block 1,3/29/2022,4,2,3/30/2022,a1) Cable Bicep Curls,prescribed,3,12-15,,,7,,2025-07-02T06:05:30.611381400+00:00
Block1_a1)CableBicepCurls_w4_d2_actual_1751436330611,Block 1,3/29/2022,4,2,3/30/2022,a1) Cable Bicep Curls,actual,3,12,25,,7,,2025-07-02T06:05:30.611384200+00:00
Block1_a2)RopeTricepExtensions_w4_d2_prescribed_1751436330611,Block 1,3/29/2022,4,2,3/30/2022,a2) Rope Tricep Extensions,prescribed,3,12-15,,,7,,2025-07-02T06:05:30.611388+00:00
Block1_a2)RopeTricepExtensions_w4_d2_actual_1751436330611,Block 1,3/29/2022,4,2,3/30/2022,a2) Rope Tricep Extensions,actual,3,12,35,,6,,2025-07-02T06:05:30.611390700+00:00
Block1_a3)DBLateralRaises_w4_d2_prescribed_1751436330611,Block 1,3/29/2022,4,2,3/30/2022,a3) DB Lateral Raises,prescribed,3,12-15,,,7,,2025-07-02T06:05:30.611393500+00:00
Block1_a3)DBLateralRaises_w4_d2_actual_1751436330611,Block 1,3/29/2022,4,2,3/30/2022,a3) DB Lateral Raises,actual,3,15,10,,7,,2025-07-02T06:05:30.611396400+00:00
Block1_LowBarSquatswbelt_w4_d4_prescribed_1751436330611,Block 1,3/29/2022,4,4,4/1/2022,Low Bar Squats w/belt,prescribed,1,2,,find,8,,2025-07-02T06:05:30.611403100+00:00
Block1_LowBarSquatswbelt_w4_d4_actual_1751436330611,Block 1,3/29/2022,4,4,4/1/2022,Low Bar Squats w/belt,actual,1,2,401,,8,,2025-07-02T06:05:30.611406100+00:00
Block1_LowBarSquatswbelt_w4_d4_prescribed_1751436330611,Block 1,3/29/2022,4,4,4/1/2022,Low Bar Squats w/belt,prescribed,3,6,,base on above,6.5,,2025-07-02T06:05:30.611409100+00:00
Block1_LowBarSquatswbelt_w4_d4_actual_1751436330611,Block 1,3/29/2022,4,4,4/1/2022,Low Bar Squats w/belt,actual,3,6,340,,6.5,,2025-07-02T06:05:30.611412+00:00
Block1_1sPauseBenchPress_w4_d4_prescribed_1751436330611,Block 1,3/29/2022,4,4,4/1/2022,1s Pause Bench Press,prescribed,4,up to RPE,,240,7,,2025-07-02T06:05:30.611414800+00:00
Block1_1sPauseBenchPress_w4_d4_actual_1751436330611,Block 1,3/29/2022,4,4,4/1/2022,1s Pause Bench Press,actual,4,8,242,,7,,2025-07-02T06:05:30.611417500+00:00
Block1_UnilateralBarbellRows_w4_d4_prescribed_1751436330611,Block 1,3/29/2022,4,4,4/1/2022,Unilateral Barbell Rows,prescribed,2,15-20,,,7,,2025-07-02T06:05:30.611420300+00:00
Block1_UnilateralBarbellRows_w4_d4_actual_1751436330611,Block 1,3/29/2022,4,4,4/1/2022,Unilateral Barbell Rows,actual,3,15,115,,7,,2025-07-02T06:05:30.611423+00:00
Block1_Dips_w4_d4_prescribed_1751436330611,Block 1,3/29/2022,4,4,4/1/2022,Dips,prescribed,3,15-20,,,7,,2025-07-02T06:05:30.611425200+00:00
Block1_Dips_w4_d4_actual_1751436330611,Block 1,3/29/2022,4,4,4/1/2022,Dips,actual,3,20,,,,,2025-07-02T06:05:30.611427400+00:00
Block1_HighbarSquats_w1_d1_prescribed_1751436330611,Block 1,430/315/450,1,1,430/315/450,Highbar Squats,prescribed,,Highbar Squats,,3,up to RPE,,2025-07-02T06:05:30.611434700+00:00
Block1_HighbarSquats_w1_d1_actual_1751436330611,Block 1,430/315/450,1,1,430/315/450,Highbar Squats,actual,,330,7,,3,6,2025-07-02T06:05:30.611437200+00:00
Block1_T&GBenchPress_w1_d1_prescribed_1751436330611,Block 1,430/315/450,1,1,430/315/450,T&G Bench Press,prescribed,,T&G Bench Press,,1,1,,2025-07-02T06:05:30.611439800+00:00
Block1_T&GBenchPress_w1_d1_actual_1751436330611,Block 1,430/315/450,1,1,430/315/450,T&G Bench Press,actual,,308,8,,1,2,2025-07-02T06:05:30.611442500+00:00
Block1_T&GBenchPress_w1_d1_prescribed_1751436330611,Block 1,430/315/450,1,1,430/315/450,T&G Bench Press,prescribed,,T&G Bench Press,,3,7,,2025-07-02T06:05:30.611445100+00:00
Block1_T&GBenchPress_w1_d1_actual_1751436330611,Block 1,430/315/450,1,1,430/315/450,T&G Bench Press,actual,,252,7,,3,7,2025-07-02T06:05:30.611447700+00:00
Block1_Pullups_w1_d1_prescribed_1751436330611,Block 1,430/315/450,1,1,430/315/450,Pullups,prescribed,,Pullups,,4,up to RPE,,2025-07-02T06:05:30.611450200+00:00
Block1_Pullups_w1_d1_actual_1751436330611,Block 1,430/315/450,1,1,430/315/450,Pullups,actual,,Bw,8,,4,12,2025-07-02T06:05:30.611452400+00:00
Block1_BulgarianSplitSquats_w1_d1_prescribed_1751436330611,Block 1,430/315/450,1,1,430/315/450,Bulgarian Split Squats,prescribed,,Bulgarian Split Squats,,2,12-15,,2025-07-02T06:05:30.611455300+00:00
Block1_BulgarianSplitSquats_w1_d1_actual_1751436330611,Block 1,430/315/450,1,1,430/315/450,Bulgarian Split Squats,actual,,55s,7,,3,8,2025-07-02T06:05:30.611458+00:00
Block1_HangingLegRaises_w1_d1_prescribed_1751436330611,Block 1,430/315/450,1,1,430/315/450,Hanging Leg Raises,prescribed,,Hanging Leg Raises,,3,6-12,,2025-07-02T06:05:30.611460800+00:00
Block1_HangingLegRaises_w1_d1_actual_1751436330611,Block 1,430/315/450,1,1,430/315/450,Hanging Leg Raises,actual,,,7,,3,12,2025-07-02T06:05:30.611463400+00:00
Block1_1sPauseDeadlift_w1_d2_prescribed_1751436330611,Block 1,430/315/450,1,2,430/315/450,1s Pause Deadlift,prescribed,,1s Pause Deadlift *pause right off ground,,3,5,,2025-07-02T06:05:30.611468700+00:00
Block1_1sPauseDeadlift_w1_d2_actual_1751436330611,Block 1,430/315/450,1,2,430/315/450,1s Pause Deadlift,actual,,330,,,3,5,2025-07-02T06:05:30.611471400+00:00
Block1_DBRDLs_w1_d2_prescribed_1751436330611,Block 1,430/315/450,1,2,430/315/450,DB RDLs,prescribed,,DB RDLs,,3,8-12,,2025-07-02T06:05:30.611474100+00:00
Block1_DBRDLs_w1_d2_actual_1751436330611,Block 1,430/315/450,1,2,430/315/450,DB RDLs,actual,,80,7,,3,12,2025-07-02T06:05:30.611476500+00:00
Block1_CableRows_w1_d2_prescribed_1751436330611,Block 1,430/315/450,1,2,430/315/450,Cable Rows,prescribed,,Cable Rows OR barbell rows,,4,8-12,,2025-07-02T06:05:30.611479100+00:00
Block1_CableRows_w1_d2_actual_1751436330611,Block 1,430/315/450,1,2,430/315/450,Cable Rows,actual,,135,7,,3,10,2025-07-02T06:05:30.611481600+00:00
Block1_a1)CableBicepCurls_w1_d2_prescribed_1751436330611,Block 1,430/315/450,1,2,430/315/450,a1) Cable Bicep Curls,prescribed,,a1) Cable Bicep Curls Or DB curls,,3,12-15,,2025-07-02T06:05:30.611484400+00:00
Block1_a1)CableBicepCurls_w1_d2_actual_1751436330611,Block 1,430/315/450,1,2,430/315/450,a1) Cable Bicep Curls,actual,,35,7,,3,12,2025-07-02T06:05:30.611487200+00:00
Block1_a2)RopeTricepExtensions_w1_d2_prescribed_1751436330611,Block 1,430/315/450,1,2,430/315/450,a2) Rope Tricep Extensions,prescribed,,a2) Rope Tricep Extensions,,3,12-15,,2025-07-02T06:05:30.611510700+00:00
Block1_a2)RopeTricepExtensions_w1_d2_actual_1751436330611,Block 1,430/315/450,1,2,430/315/450,a2) Rope Tricep Extensions,actual,,55,7,,3,15,2025-07-02T06:05:30.611513500+00:00
Block1_a3)DBLateralRaises_w1_d2_prescribed_1751436330611,Block 1,430/315/450,1,2,430/315/450,a3) DB Lateral Raises,prescribed,,a3) DB Lateral Raises,,3,12-15,,2025-07-02T06:05:30.611516400+00:00
Block1_a3)DBLateralRaises_w1_d2_actual_1751436330611,Block 1,430/315/450,1,2,430/315/450,a3) DB Lateral Raises,actual,,10,7,,3,15,2025-07-02T06:05:30.611519200+00:00
Block1_LowBarSquatswbelt_w1_d4_prescribed_1751436330611,Block 1,430/315/450,1,4,430/315/450,Low Bar Squats w/belt,prescribed,,Low Bar Squats w/belt *video and text me,,1,1,,2025-07-02T06:05:30.611525700+00:00
Block1_LowBarSquatswbelt_w1_d4_actual_1751436330611,Block 1,430/315/450,1,4,430/315/450,Low Bar Squats w/belt,actual,,418,8,,1,1,2025-07-02T06:05:30.611528700+00:00
Block1_LowBarSquatswbelt_w1_d4_prescribed_1751436330611,Block 1,430/315/450,1,4,430/315/450,Low Bar Squats w/belt,prescribed,,Low Bar Squats w/belt,,3,5,,2025-07-02T06:05:30.611531600+00:00
Block1_LowBarSquatswbelt_w1_d4_actual_1751436330611,Block 1,430/315/450,1,4,430/315/450,Low Bar Squats w/belt,actual,,353,7,,3,5,2025-07-02T06:05:30.611534800+00:00
Block1_1sPauseBenchPress_w1_d4_prescribed_1751436330611,Block 1,430/315/450,1,4,430/315/450,1s Pause Bench Press,prescribed,,1s Pause Bench Press,,4,up to RPE,,2025-07-02T06:05:30.611537500+00:00
